"","V1","V2","V3","V4","V5","V6","V7","V8","y"
"740","F",0.575,0.425,0.15,0.8765,0.455,0.18,0.228,-1
"741","M",0.58,0.465,0.15,0.9065,0.371,0.1965,0.29,-1
"742","F",0.635,0.5,0.19,1.29,0.593,0.3045,0.352,-1
"743","I",0.43,0.345,0.115,0.4295,0.212,0.108,0.109,-1
"744","M",0.485,0.365,0.155,1.029,0.4235,0.2285,0.313,-1
"745","M",0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,-1
"746","F",0.505,0.38,0.13,0.693,0.391,0.1195,0.1515,-1
"747","F",0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,-1
"748","I",0.535,0.4,0.135,0.775,0.368,0.208,0.2055,-1
"749","M",0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,-1
"750","I",0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,-1
"751","I",0.375,0.285,0.09,0.237,0.106,0.0395,0.08,-1
"752","I",0.39,0.28,0.09,0.215,0.0845,0.034,0.079,-1
"753","I",0.435,0.325,0.105,0.335,0.136,0.065,0.115,-1
"754","I",0.45,0.33,0.115,0.365,0.14,0.0825,0.1245,-1
"755","I",0.45,0.34,0.125,0.4045,0.171,0.07,0.1345,-1
"756","I",0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455,-1
"757","I",0.495,0.375,0.115,0.507,0.241,0.103,0.15,-1
"758","I",0.5,0.38,0.135,0.5285,0.226,0.123,0.209,-1
"759","I",0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,-1
"760","M",0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159,-1
"761","I",0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22,-1
"762","I",0.59,0.47,0.145,0.974,0.453,0.236,0.289,-1
"763","I",0.425,0.32,0.085,0.262,0.1235,0.067,0.0725,-1
"764","M",0.455,0.35,0.11,0.458,0.2,0.111,0.1305,-1
"765","F",0.55,0.43,0.15,0.655,0.2635,0.122,0.221,-1
"766","M",0.6,0.465,0.18,1.193,0.5145,0.315,0.3055,-1
"767","I",0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,-1
"768","I",0.41,0.325,0.105,0.361,0.1605,0.0665,0.103,-1
"769","F",0.47,0.36,0.1,0.4705,0.1635,0.089,0.1385,-1
"770","M",0.51,0.415,0.145,0.751,0.3295,0.1835,0.203,-1
"771","M",0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,-1
"772","M",0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,-1
"773","M",0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,-1
"774","I",0.27,0.195,0.07,0.102,0.045,0.0135,0.034,-1
"775","F",0.51,0.385,0.135,0.632,0.282,0.145,0.17,-1
"776","I",0.295,0.215,0.075,0.116,0.037,0.0295,0.04,-1
"777","M",0.52,0.415,0.175,0.753,0.258,0.171,0.255,-1
"778","I",0.345,0.285,0.1,0.2225,0.0865,0.058,0.075,-1
"779","I",0.455,0.375,0.125,0.533,0.233,0.106,0.185,-1
"780","I",0.39,0.3,0.105,0.259,0.0955,0.038,0.085,-1
"781","I",0.475,0.365,0.14,0.4545,0.171,0.118,0.158,-1
"782","I",0.375,0.285,0.1,0.239,0.105,0.0555,0.07,-1
"783","M",0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,-1
"784","I",0.295,0.21,0.08,0.1,0.038,0.026,0.031,-1
"785","F",0.46,0.35,0.115,0.44,0.19,0.1025,0.13,-1
"786","I",0.35,0.28,0.075,0.196,0.082,0.04,0.064,-1
"787","I",0.48,0.355,0.115,0.5785,0.25,0.106,0.184,-1
"788","F",0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,-1
"789","M",0.59,0.47,0.135,1.1685,0.539,0.279,0.28,-1
"790","I",0.395,0.3,0.09,0.279,0.134,0.049,0.075,-1
"791","I",0.44,0.35,0.125,0.456,0.21,0.0955,0.131,-1
"792","M",0.48,0.37,0.13,0.643,0.349,0.1155,0.135,-1
"793","I",0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,-1
"794","I",0.5,0.385,0.11,0.596,0.3015,0.104,0.151,-1
"795","F",0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,-1
"796","M",0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,-1
"797","F",0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,-1
"798","F",0.555,0.42,0.11,0.931,0.4445,0.171,0.225,-1
"799","F",0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,-1
"800","F",0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,-1
"801","M",0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,-1
"802","I",0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,-1
"803","F",0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,-1
"804","I",0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,-1
"805","I",0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,-1
"806","M",0.55,0.44,0.16,0.985,0.4645,0.201,0.27,-1
"807","M",0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,-1
"808","M",0.555,0.44,0.15,0.838,0.4155,0.146,0.23,-1
"809","M",0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,-1
"810","M",0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,-1
"811","M",0.6,0.41,0.145,0.939,0.4475,0.196,0.268,-1
"812","I",0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,-1
"813","I",0.435,0.34,0.12,0.396,0.1775,0.081,0.125,-1
"814","I",0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,-1
"815","I",0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,-1
"816","I",0.46,0.34,0.09,0.384,0.1795,0.068,0.11,-1
"817","I",0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,-1
"818","I",0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,-1
"819","I",0.53,0.42,0.13,0.658,0.296,0.1245,0.198,-1
"820","M",0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,-1
"821","I",0.54,0.41,0.135,0.7025,0.31,0.177,0.2,-1
"822","F",0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,-1
"823","I",0.575,0.455,0.155,0.8725,0.349,0.2095,0.285,-1
"824","M",0.6,0.47,0.15,0.928,0.4225,0.183,0.275,-1
"825","F",0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,-1
"826","I",0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,-1
"827","I",0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,-1
"828","I",0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,-1
"829","M",0.515,0.39,0.14,0.678,0.341,0.1325,0.119,-1
"830","F",0.655,0.455,0.17,1.275,0.583,0.303,0.333,-1
"831","I",0.39,0.29,0.09,0.2745,0.135,0.0455,0.078,-1
"832","I",0.44,0.34,0.105,0.344,0.123,0.081,0.125,-1
"833","I",0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,-1
"834","I",0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,-1
"835","I",0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,-1
"836","I",0.485,0.365,0.125,0.426,0.163,0.0965,0.151,-1
"837","I",0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,-1
"838","I",0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,-1
"839","I",0.575,0.44,0.15,0.983,0.486,0.215,0.239,-1
"840","M",0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,-1
"841","I",0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,-1
"842","I",0.435,0.375,0.11,0.4155,0.17,0.076,0.145,-1
"843","I",0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,-1
"844","I",0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,-1
"845","I",0.51,0.395,0.105,0.5525,0.234,0.127,0.165,-1
"846","I",0.53,0.395,0.115,0.475,0.2025,0.101,0.148,-1
"847","M",0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,-1
"848","F",0.63,0.475,0.15,1.072,0.433,0.2975,0.315,-1
"849","I",0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,-1
"850","F",0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,-1
"851","F",0.52,0.375,0.135,0.5375,0.221,0.117,0.17,-1
"852","I",0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,-1
"853","I",0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,-1
"854","M",0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,-1
"855","M",0.475,0.385,0.12,0.562,0.289,0.0905,0.153,-1
"856","M",0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,-1
"857","I",0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,-1
"858","M",0.41,0.335,0.115,0.4405,0.19,0.085,0.135,-1
"859","F",0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,-1
"860","M",0.295,0.23,0.085,0.125,0.042,0.0285,0.043,-1
"861","F",0.47,0.35,0.115,0.487,0.1955,0.127,0.155,-1
"862","I",0.465,0.355,0.12,0.5805,0.255,0.0915,0.184,-1
"863","M",0.415,0.315,0.12,0.4015,0.199,0.087,0.097,-1
"864","I",0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,-1
"865","M",0.485,0.39,0.12,0.599,0.251,0.1345,0.169,-1
"866","M",0.565,0.455,0.15,0.9795,0.444,0.205,0.275,-1
"867","M",0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,-1
"868","I",0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,-1
"869","I",0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,-1
"870","M",0.61,0.49,0.16,1.146,0.597,0.246,0.265,-1
"871","F",0.62,0.465,0.14,1.011,0.479,0.2385,0.255,-1
"872","M",0.625,0.505,0.175,1.131,0.5425,0.2265,0.323,-1
"873","I",0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925,-1
"874","I",0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,-1
"875","I",0.485,0.365,0.09,0.651,0.3165,0.132,0.18,-1
"876","I",0.54,0.42,0.14,0.74,0.3595,0.159,0.1985,-1
"877","F",0.58,0.46,0.135,0.926,0.4025,0.208,0.275,-1
"878","M",0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415,-1
"879","I",0.545,0.405,0.13,0.658,0.327,0.1445,0.174,-1
"880","I",0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,-1
"881","I",0.485,0.375,0.11,0.464,0.2015,0.09,0.149,-1
"882","I",0.52,0.4,0.14,0.622,0.278,0.1455,0.169,-1
"883","M",0.545,0.45,0.15,0.7805,0.3795,0.1625,0.216,-1
"884","I",0.545,0.43,0.14,0.772,0.289,0.19,0.2615,-1
"885","M",0.55,0.385,0.13,0.7275,0.343,0.1625,0.19,-1
"886","I",0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,-1
"887","M",0.59,0.45,0.155,0.874,0.369,0.2135,0.24,-1
"888","M",0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,-1
"889","I",0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,-1
"890","I",0.56,0.42,0.14,0.837,0.414,0.214,0.2,-1
"891","I",0.46,0.365,0.11,0.4495,0.1755,0.102,0.15,-1
"892","I",0.49,0.375,0.115,0.557,0.2275,0.1335,0.1765,-1
"893","I",0.5,0.385,0.12,0.516,0.197,0.1305,0.165,-1
"894","M",0.555,0.435,0.145,0.9205,0.404,0.2275,0.255,-1
"895","I",0.43,0.315,0.115,0.384,0.1885,0.0715,0.11,-1
"896","M",0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,-1
"897","M",0.475,0.36,0.14,0.5135,0.241,0.1045,0.155,-1
"898","I",0.48,0.355,0.11,0.4495,0.201,0.089,0.14,-1
"899","M",0.385,0.255,0.1,0.3175,0.137,0.068,0.092,-1
"900","F",0.515,0.4,0.125,0.615,0.2865,0.123,0.1765,-1
"901","F",0.52,0.405,0.115,0.776,0.32,0.1845,0.22,-1
"902","I",0.45,0.355,0.11,0.4585,0.194,0.067,0.14,-1
"903","F",0.37,0.275,0.1,0.2225,0.093,0.026,0.08,-1
"904","F",0.36,0.265,0.09,0.2065,0.078,0.057,0.06,-1
"905","M",0.47,0.375,0.12,0.5805,0.266,0.0935,0.169,-1
"906","M",0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,-1
"907","M",0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,-1
"908","I",0.5,0.385,0.12,0.56,0.2835,0.103,0.135,-1
"909","M",0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,-1
"910","F",0.53,0.425,0.13,0.7585,0.325,0.197,0.205,-1
"911","I",0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,-1
"912","I",0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,-1
"913","M",0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,-1
"914","F",0.57,0.445,0.145,0.8775,0.412,0.217,0.22,-1
"915","M",0.63,0.47,0.155,1.1325,0.589,0.211,0.287,-1
"916","I",0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,-1
"917","M",0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,-1
"918","F",0.55,0.43,0.14,0.84,0.375,0.218,0.1945,-1
"919","I",0.41,0.3,0.09,0.28,0.141,0.0575,0.075,-1
"920","I",0.465,0.345,0.11,0.393,0.1825,0.0735,0.12,-1
"921","I",0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,-1
"922","I",0.56,0.44,0.13,0.7235,0.349,0.149,0.2,-1
"923","F",0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,-1
"924","I",0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,-1
"925","I",0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228,-1
"926","I",0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,-1
"927","I",0.47,0.375,0.12,0.487,0.196,0.099,0.135,-1
"928","I",0.495,0.38,0.145,0.5,0.205,0.148,0.1505,-1
"929","M",0.515,0.385,0.11,0.5785,0.253,0.16,0.14,-1
"930","I",0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,-1
"931","M",0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,-1
"932","I",0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,-1
"933","F",0.455,0.355,1.13,0.594,0.332,0.116,0.1335,-1
"934","I",0.49,0.37,0.11,0.538,0.271,0.1035,0.139,-1
"935","M",0.42,0.34,0.115,0.4215,0.175,0.093,0.135,-1
"936","I",0.485,0.415,0.14,0.5705,0.25,0.134,0.185,-1
"937","M",0.39,0.285,0.095,0.271,0.11,0.06,0.08,-1
"938","I",0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,-1
"939","M",0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,-1
"940","I",0.5,0.39,0.125,0.583,0.294,0.132,0.1605,-1
"941","I",0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,-1
"942","I",0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,-1
"943","I",0.5,0.375,0.12,0.529,0.2235,0.123,0.16,-1
"944","I",0.425,0.34,0.1,0.371,0.15,0.0865,0.115,-1
"945","M",0.575,0.45,0.165,0.9655,0.498,0.19,0.23,-1
"946","I",0.47,0.375,0.125,0.5225,0.2265,0.104,0.162,-1
"947","M",0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,-1
"948","I",0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,-1
"949","F",0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,-1
"950","I",0.45,0.35,0.11,0.514,0.253,0.1045,0.14,-1
"951","M",0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,-1
"952","I",0.475,0.36,0.11,0.452,0.191,0.099,0.13,-1
"953","I",0.35,0.26,0.095,0.221,0.0985,0.043,0.07,-1
"954","M",0.52,0.425,0.125,0.79,0.372,0.205,0.19,-1
"955","M",0.66,0.485,0.155,1.2275,0.61,0.274,0.3,-1
"956","I",0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,-1
"957","M",0.56,0.43,0.155,0.8675,0.4,0.172,0.229,-1
"958","F",0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,-1
"959","M",0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,-1
"960","M",0.45,0.32,0.1,0.381,0.1705,0.075,0.115,-1
"961","M",0.355,0.29,0.09,0.3275,0.134,0.086,0.09,-1
"962","F",0.45,0.335,0.105,0.425,0.1865,0.091,0.115,-1
"963","M",0.47,0.37,0.12,0.5795,0.293,0.227,0.14,-1
"964","F",0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,-1
"965","M",0.505,0.405,0.11,0.625,0.305,0.16,0.175,-1
"966","M",0.595,0.475,0.14,0.944,0.3625,0.189,0.315,-1
"967","F",0.575,0.445,0.14,0.941,0.3845,0.252,0.285,-1
"968","F",0.46,0.355,0.13,0.517,0.2205,0.114,0.165,-1
"969","M",0.535,0.435,0.15,0.725,0.269,0.1385,0.25,-1
"970","F",0.51,0.39,0.135,0.6335,0.231,0.179,0.2,-1
"971","F",0.435,0.395,0.105,0.3635,0.136,0.098,0.13,-1
"972","M",0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,-1
"973","M",0.465,0.36,0.105,0.431,0.172,0.107,0.175,-1
"974","I",0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,-1
"975","M",0.425,0.35,0.105,0.393,0.13,0.063,0.165,-1
"976","F",0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,-1
"977","F",0.44,0.35,0.125,0.4035,0.175,0.063,0.129,-1
"978","M",0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,-1
"979","F",0.405,0.325,0.11,0.3555,0.151,0.063,0.117,-1
"980","M",0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,-1
"981","I",0.28,0.205,0.08,0.127,0.052,0.039,0.042,-1
"982","F",0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,-1
"983","F",0.585,0.46,0.17,0.9325,0.365,0.271,0.29,-1
"984","F",0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,-1
"985","F",0.44,0.34,0.14,0.482,0.186,0.1085,0.16,-1
"986","M",0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,-1
"987","F",0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,-1
"988","F",0.49,0.375,0.15,0.5755,0.22,0.144,0.19,-1
"989","F",0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,-1
"990","I",0.295,0.225,0.08,0.124,0.0485,0.032,0.04,-1
"991","M",0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,-1
"992","M",0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,-1
"993","M",0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,-1
"994","F",0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,-1
"995","F",0.525,0.42,0.16,0.756,0.2745,0.173,0.275,-1
"996","M",0.58,0.455,0.17,0.93,0.408,0.259,0.22,-1
"997","F",0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,-1
"998","I",0.465,0.375,0.12,0.471,0.222,0.119,0.14,-1
"999","I",0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,-1
"1000","F",0.485,0.365,0.12,0.5885,0.27,0.131,0.175,-1
"1001","M",0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,-1
"1002","M",0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,-1
"1003","F",0.56,0.455,0.19,0.714,0.283,0.129,0.275,-1
"1004","I",0.36,0.28,0.105,0.199,0.0695,0.045,0.08,-1
"1005","F",0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,-1
"1006","I",0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,-1
"1007","F",0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,-1
"1008","M",0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,-1
"1009","I",0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,-1
"1010","M",0.385,0.3,0.095,0.24,0.0885,0.059,0.085,-1
"1011","F",0.435,0.335,0.11,0.38,0.1695,0.086,0.11,-1
"1012","I",0.485,0.39,0.125,0.591,0.287,0.141,0.12,-1
"1013","F",0.37,0.29,0.115,0.25,0.111,0.057,0.075,-1
"1014","F",0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,-1
"1015","M",0.345,0.27,0.09,0.195,0.078,0.0455,0.059,-1
"1016","M",0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,-1
"1017","M",0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,-1
"1018","I",0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,-1
"1019","I",0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,-1
"1020","M",0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,-1
"1021","M",0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,-1
"1022","F",0.475,0.36,0.125,0.447,0.1695,0.081,0.14,-1
"1023","M",0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,-1
"1024","F",0.445,0.33,0.105,0.4525,0.18,0.103,0.123,-1
"1025","M",0.4,0.3,0.125,0.417,0.191,0.09,0.1175,-1
"1026","M",0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,-1
"1027","M",0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,-1
"1028","M",0.345,0.27,0.095,0.197,0.0665,0.05,0.07,-1
"1029","M",0.455,0.34,0.135,0.462,0.1675,0.158,0.12,-1
"1030","F",0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,-1
"1031","F",0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,-1
"1032","M",0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,-1
"1033","M",0.44,0.335,0.11,0.394,0.157,0.096,0.122,-1
"1034","M",0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,-1
"1035","I",0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,-1
"1036","I",0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,-1
"1037","I",0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,-1
"1038","F",0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,-1
"1039","M",0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,-1
"1040","M",0.54,0.405,0.125,0.891,0.4815,0.1915,0.202,-1
"1041","M",0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,-1
"1042","M",0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,-1
"1043","M",0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,-1
"1044","M",0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,-1
"1045","M",0.615,0.51,0.15,1.296,0.545,0.3315,0.32,-1
"1046","M",0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,-1
"1047","M",0.635,0.51,0.17,1.3555,0.619,0.305,0.39,-1
"1048","F",0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,-1
"1049","M",0.655,0.52,0.165,1.4095,0.586,0.291,0.405,-1
"1050","F",0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,-1
"1051","M",0.475,0.37,0.125,0.537,0.222,0.1215,0.15,-1
"1052","F",0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,-1
"1053","F",0.55,0.445,0.155,0.9905,0.544,0.178,0.218,-1
"1054","F",0.55,0.43,0.14,0.8105,0.368,0.161,0.275,-1
"1055","F",0.56,0.455,0.16,0.967,0.4525,0.207,0.274,-1
"1056","M",0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,-1
"1057","F",0.575,0.46,0.16,1.103,0.538,0.221,0.249,-1
"1058","M",0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,-1
"1059","F",0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,-1
"1060","M",0.595,0.455,0.15,1.044,0.518,0.2205,0.27,-1
"1061","F",0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,-1
"1062","M",0.605,0.475,0.155,1.161,0.572,0.2455,0.275,-1
"1063","F",0.625,0.5,0.165,1.288,0.573,0.3035,0.315,-1
"1064","F",0.625,0.485,0.2,1.38,0.5845,0.302,0.401,-1
"1065","M",0.65,0.495,0.16,1.304,0.57,0.312,0.3725,-1
"1066","F",0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,-1
"1067","I",0.5,0.375,0.12,0.542,0.215,0.116,0.17,-1
"1068","I",0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,-1
"1069","M",0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,-1
"1070","I",0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,-1
"1071","I",0.535,0.39,0.125,0.599,0.2595,0.149,0.169,-1
"1072","M",0.545,0.41,0.12,0.793,0.434,0.1405,0.19,-1
"1073","M",0.545,0.415,0.14,0.82,0.4615,0.127,0.218,-1
"1074","M",0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,-1
"1075","M",0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,-1
"1076","F",0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,-1
"1077","M",0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,-1
"1078","M",0.575,0.435,0.14,0.8455,0.401,0.191,0.222,-1
"1079","F",0.575,0.47,0.165,0.869,0.435,0.197,0.238,-1
"1080","M",0.575,0.455,0.135,0.907,0.4245,0.197,0.26,-1
"1081","M",0.575,0.445,0.145,0.847,0.415,0.1945,0.22,-1
"1082","M",0.58,0.455,0.195,1.859,0.945,0.426,0.441,-1
"1083","M",0.58,0.445,0.135,0.814,0.3775,0.1915,0.22,-1
"1084","M",0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,-1
"1085","F",0.58,0.45,0.155,0.93,0.385,0.246,0.265,-1
"1086","M",0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,-1
"1087","F",0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,-1
"1088","F",0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,-1
"1089","M",0.605,0.475,0.14,1.1175,0.555,0.257,0.274,-1
"1090","F",0.605,0.475,0.165,1.056,0.433,0.2195,0.357,-1
"1091","M",0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,-1
"1092","M",0.61,0.47,0.165,1.052,0.498,0.242,0.267,-1
"1093","F",0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,-1
"1094","F",0.615,0.475,0.155,1.027,0.447,0.25,0.285,-1
"1095","F",0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,-1
"1096","F",0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,-1
"1097","F",0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,-1
"1098","I",0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,-1
"1099","F",0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,-1
"1100","F",0.69,0.54,0.155,1.454,0.624,0.3105,0.39,-1
"1101","F",0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,-1
"1102","M",0.7,0.565,0.18,1.751,0.895,0.3355,0.446,-1
"1103","F",0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,-1
"1104","F",0.705,0.55,0.17,1.219,0.6395,0.236,0.301,-1
"1105","I",0.44,0.34,0.12,0.438,0.2115,0.083,0.12,-1
"1106","I",0.45,0.33,0.105,0.448,0.208,0.089,0.12,-1
