,0,1,2,3,4,5,6,7,8,9,10,11
1020,S,X,No,2,1,2,1,No,0,0,0,negative
1021,S,X,No,2,1,1,2,No,0,0,0,negative
1022,S,O,No,3,1,1,2,No,0,0,0,negative
1023,X,O,No,2,1,1,2,No,1,0,0,negative
1024,A,I,Yes,2,1,2,2,No,1,0,0,negative
1025,S,O,No,3,1,1,2,No,2,2,0,negative
1026,S,X,No,2,1,1,2,No,0,0,0,negative
1027,S,O,Yes,3,3,1,2,No,0,0,0,negative
1028,S,X,No,3,1,2,2,No,0,0,0,negative
1029,S,X,No,3,1,2,1,No,0,0,0,negative
1030,S,O,Yes,2,2,1,2,No,0,0,0,negative
1031,S,X,No,3,1,2,1,No,0,0,0,negative
1032,R,O,No,3,1,1,2,No,0,0,0,negative
1033,S,X,No,2,1,2,2,No,0,0,0,negative
1034,S,X,No,3,1,2,1,No,0,0,0,negative
1035,R,X,No,2,1,1,2,No,0,0,0,negative
1036,A,C,Yes,2,1,2,2,No,0,0,0,negative
1037,S,O,No,3,1,2,2,No,0,0,0,negative
1038,K,I,No,3,1,2,2,Yes,0,0,0,negative
1039,R,X,No,3,1,1,2,No,0,0,0,negative
1040,K,I,No,3,1,2,2,No,1,0,0,negative
1041,S,X,No,3,1,2,1,No,0,0,0,negative
1042,A,I,No,2,1,2,2,No,0,0,0,negative
1043,S,X,No,2,1,2,1,No,0,0,0,negative
1044,K,C,Yes,3,1,2,2,Yes,1,3,2,negative
1045,A,I,No,3,1,1,2,No,0,0,0,negative
1046,X,O,No,3,1,1,2,No,0,0,0,negative
1047,K,C,Yes,3,3,2,2,Yes,0,5,1,negative
1048,A,O,No,3,1,2,2,No,1,0,0,negative
1049,S,O,No,2,1,1,2,No,0,0,0,negative
1050,R,I,No,3,1,1,2,No,0,0,0,negative
1051,S,X,No,3,1,2,2,No,0,0,0,negative
1052,A,I,No,2,1,2,2,No,3,0,0,negative
1053,S,I,No,3,1,1,2,No,1,0,0,negative
1054,S,X,No,2,1,2,1,No,0,0,0,negative
1055,A,I,No,2,1,2,2,No,0,0,0,negative
1056,S,O,No,3,1,1,2,No,2,1,0,negative
1057,S,I,No,3,1,2,2,No,0,0,0,positive
1058,X,I,No,2,1,1,2,No,0,0,0,negative
1059,H,O,No,2,1,2,2,No,0,0,0,negative
1060,S,O,No,3,1,2,2,No,0,0,0,negative
1061,S,X,No,3,1,1,1,No,0,0,0,negative
1062,S,X,No,2,1,1,2,No,0,0,0,negative
1063,S,X,No,2,1,1,2,No,1,0,0,negative
1064,S,X,No,2,1,1,2,No,1,0,0,negative
1065,S,O,No,2,1,2,2,No,0,0,0,negative
1066,R,O,No,3,1,1,2,No,0,0,0,negative
